==========CONFIDENCE FACTOR WITH 3 FOLDS==========
datasets/diabetes.arff,3,['-C', '0.05', '-M', '2'],0.7318115234375,73.4375,0.734375,0.7329083441450684
datasets/diabetes.arff,3,['-C', '0.1', '-M', '2'],0.7438211307729844,73.69791666666667,0.7369791666666666,0.7395527334663287
datasets/diabetes.arff,3,['-C', '0.15', '-M', '2'],0.7430117765519656,73.95833333333333,0.7395833333333334,0.7410489274079537
datasets/diabetes.arff,3,['-C', '0.2', '-M', '2'],0.7430117765519656,73.95833333333333,0.7395833333333334,0.7410489274079537
datasets/diabetes.arff,3,['-C', '0.25', '-M', '2'],0.7430117765519656,73.95833333333333,0.7395833333333334,0.7410489274079537
datasets/diabetes.arff,3,['-C', '0.3', '-M', '2'],0.7430117765519656,73.95833333333333,0.7395833333333334,0.7410489274079537
datasets/diabetes.arff,3,['-C', '0.35', '-M', '2'],0.7430117765519656,73.95833333333333,0.7395833333333334,0.7410489274079537
datasets/diabetes.arff,3,['-C', '0.4', '-M', '2'],0.7430117765519656,73.95833333333333,0.7395833333333334,0.7410489274079537
datasets/diabetes.arff,3,['-C', '0.45', '-M', '2'],0.7430117765519656,73.95833333333333,0.7395833333333334,0.7410489274079537
datasets/diabetes.arff,3,['-C', '0.5', '-M', '2'],0.7445651266499095,74.08854166666667,0.7408854166666666,0.7424394309991679
==========INSTANCES PER LEAF WITH 3 FOLDS==========
datasets/diabetes.arff,3,['-C', '0.25', '-M', '1'],0.7394142821147985,73.56770833333333,0.7356770833333334,0.7372623341348294
datasets/diabetes.arff,3,['-C', '0.25', '-M', '2'],0.7430117765519656,73.95833333333333,0.7395833333333334,0.7410489274079537
datasets/diabetes.arff,3,['-C', '0.25', '-M', '3'],0.751267375257052,74.73958333333333,0.7473958333333334,0.7490030708731
datasets/diabetes.arff,3,['-C', '0.25', '-M', '4'],0.742530806182122,73.828125,0.73828125,0.7400409699981053
datasets/diabetes.arff,3,['-C', '0.25', '-M', '5'],0.7318070023148149,72.65625,0.7265625,0.7286902620760535
datasets/diabetes.arff,3,['-C', '0.25', '-M', '6'],0.7370408402517423,72.78645833333333,0.7278645833333334,0.7311125633000923
datasets/diabetes.arff,3,['-C', '0.25', '-M', '7'],0.7322561164262935,72.39583333333333,0.7239583333333334,0.7270052396391146
datasets/diabetes.arff,3,['-C', '0.25', '-M', '8'],0.7374024736157089,72.65625,0.7265625,0.7302130343288881
datasets/diabetes.arff,3,['-C', '0.25', '-M', '9'],0.7426488181118646,73.69791666666667,0.7369791666666666,0.7392058531418813
datasets/diabetes.arff,3,['-C', '0.25', '-M', '10'],0.71875,71.875,0.71875,0.71875
datasets/diabetes.arff,3,['-C', '0.25', '-M', '11'],0.7298222358486028,72.39583333333333,0.7239583333333334,0.7262952518122715
datasets/diabetes.arff,3,['-C', '0.25', '-M', '12'],0.7363021826687225,73.30729166666667,0.7330729166666666,0.734475377078708
datasets/diabetes.arff,3,['-C', '0.25', '-M', '13'],0.7352806781367657,73.17708333333333,0.7317708333333334,0.7332803952301924
datasets/diabetes.arff,3,['-C', '0.25', '-M', '14'],0.7399083967603435,73.69791666666667,0.7369791666666666,0.7382616643025307
datasets/diabetes.arff,3,['-C', '0.25', '-M', '15'],0.7399083967603435,73.69791666666667,0.7369791666666666,0.7382616643025307
datasets/diabetes.arff,3,['-C', '0.25', '-M', '16'],0.7399083967603435,73.69791666666667,0.7369791666666666,0.7382616643025307
datasets/diabetes.arff,3,['-C', '0.25', '-M', '17'],0.7388808684759866,73.56770833333333,0.7356770833333334,0.7370658612047695
datasets/diabetes.arff,3,['-C', '0.25', '-M', '18'],0.7306118798147049,72.78645833333333,0.7278645833333334,0.7290874705551437
datasets/diabetes.arff,3,['-C', '0.25', '-M', '19'],0.7276302965230587,72.78645833333333,0.7278645833333334,0.7277461829447812
datasets/diabetes.arff,3,['-C', '0.25', '-M', '20'],0.7276302965230587,72.78645833333333,0.7278645833333334,0.7277461829447812
datasets/diabetes.arff,3,['-C', '0.25', '-M', '21'],0.7373280152224825,73.4375,0.734375,0.7356701956322587
datasets/diabetes.arff,3,['-C', '0.25', '-M', '22'],0.7369429976851851,73.17708333333333,0.7317708333333334,0.7338580666079381
datasets/diabetes.arff,3,['-C', '0.25', '-M', '23'],0.7353746595362449,73.046875,0.73046875,0.7324722084469791
datasets/diabetes.arff,3,['-C', '0.25', '-M', '24'],0.726515769242674,73.046875,0.73046875,0.728028851720597
datasets/diabetes.arff,3,['-C', '0.25', '-M', '25'],0.7296470247778751,73.4375,0.734375,0.73126220703125
datasets/diabetes.arff,3,['-C', '0.25', '-M', '26'],0.7260244899846731,73.17708333333333,0.7317708333333334,0.7277256258234518
datasets/diabetes.arff,3,['-C', '0.25', '-M', '27'],0.7248302680908955,73.046875,0.73046875,0.7265583219762969
datasets/diabetes.arff,3,['-C', '0.25', '-M', '28'],0.7331023382360865,73.95833333333333,0.7395833333333334,0.7344145367597558
datasets/diabetes.arff,3,['-C', '0.25', '-M', '29'],0.735829663003071,74.21875,0.7421875,0.7370703913921582
datasets/diabetes.arff,3,['-C', '0.25', '-M', '30'],0.735829663003071,74.21875,0.7421875,0.7370703913921582
datasets/diabetes.arff,3,['-C', '0.25', '-M', '31'],0.7394974499233656,74.47916666666667,0.7447916666666666,0.7409428284533814
datasets/diabetes.arff,3,['-C', '0.25', '-M', '32'],0.7394974499233656,74.47916666666667,0.7447916666666666,0.7409428284533814
datasets/diabetes.arff,3,['-C', '0.25', '-M', '33'],0.7394974499233656,74.47916666666667,0.7447916666666666,0.7409428284533814
